paper_id,chunk_id,text
PMC3962621,PMC3962621_005,"Interestingly, the loss of nNOSμ from the DGC also occurs in Duchenne muscular dystrophy (DMD), where it may exacerbate further disruption of the DGC proteins, thus increasing susceptibility to muscle damage and inflammation ( 19 , 43 ). Furthermore, knockout of the nNOSμ gene has been recently shown to elicit myopathy and a reduction in contractile force ( 29 ). In addition, new data from Ito et al. ( 15 ) demonstrate that nNOS activation of the NADPH oxidase isoform Nox4 contributes to hypertrophy when skeletal muscle is overloaded. These data suggest in total that nNOSμ may serve as an effector of dynamic changes in mechanical loading, regardless of whether loading is increased or decreased. While the mechanisms underlying translocation of nNOS are unknown, increase in reactive oxygen species (ROS) and subsequent oxidative stress is possible."
PMC3962621,PMC3962621_006,"For example, oxidative stress from NADPH oxidase and possibly mitochondrial sources play a role in damage in the mdx mouse model of Duchenne muscular dystrophy, where nNOS that is lost from the sarcolemma contributes directly to pathology ( 17 , 45 ). Elevated skeletal muscle ROS from mitochondrial sources during mechanical unloading has been reported by Powers and colleagues ( 27 ). Recent data suggest that the Nox2 isoform of NADPH oxidase, a gp91phox containing NADPH oxidase, is important in stretch-induced Ca 2+ dyshomeostasis and damage ( 17 , 45 ). NADPH oxidase is a family of membrane-bound oxidoreductases in nonphagocytic and phagocytic cells that produce superoxide anions (O 2 ·− ) in response to mechanical strain, hypoxia, and damage ( 17 )."
PMC3962621,PMC3962621_007,"Elevated oxidative stress from mitochondria and possibly Nox2 could result in a loss or translocation of nNOS from the sarcolemma ( 21 , 41 ). Therefore, we hypothesized that translocation of nNOSμ during an early stage of mechanical unloading would be linked to changes in oxidative stress and downstream dephosphorylation of FoxO3a at Thr-32. We further postulated that attenuation of oxidative stress would mitigate translocation of nNOS from the sarcolemmal region and significantly ameliorate two predominant phenotypic changes that begin early in mechanical unloading: 1 ) muscle fiber atrophy and 2 ) fiber-type shift from slow to fast. Previous antioxidant supplementation studies using nonspecific scavengers have yielded inconsistent findings in reducing morphological responses to unloading ( 3 , 6 , 20 )."
PMC3962621,PMC3962621_008,"In contrast, transfection of the antioxidant enzyme catalase yielded significant protection against atrophy ( 9 ). To test the importance of redox signaling, we used a novel cell-permeable, saline-manganese compound (EUK-134), which mimics the catalytic function of superoxide dismutase (SOD) coupled with catalase. In addition, to target redox signaling that is active early in the unloading process, and, therefore, involvement in initiation of atrophy, we chose a 54-h period of hindlimb unloading when oxidative stress is peaking ( 4 )."
PMC4462657,PMC4462657_000,"Contractility of the heart is impaired with advancing age via mechanical remodeling, as myocytes are lost through apoptosis and collagenous fibers accumulate. Exercise training confers protection against fibrosis and apoptosis in the aging heart, but the mechanisms remain poorly understood. We recently reported that exercise training elevates Mn isoform of superoxide dismutase (MnSOD) in the aging heart, concomitant with reduction in oxidative stress and fibrosis. Here, we tested the hypothesis that overexpression of MnSOD would be causal in protection against fibrosis and apoptosis in the aging heart. Hearts were extracted from young (8 months) wild-type, young mice overexpressing the Sod2 (MnSOD) gene, old (28 months) wild-type, and old transgenic mice. Left ventricle MnSOD protein levels were elevated in young mice overexpressing the Sod2 (MnSOD) gene and old transgenic mice."
PMC4462657,PMC4462657_001,"MnSODTg mice exhibited lower oxidative stress (total hydroperoxides, 4-hydroxynonenal, and 8-isoprostane) in the old group. Age-related cardiac remodeling and fibrosis was mitigated in MnSOD Tg mice with reductions in extramyocyte space (−65%), collagen-I, and transforming growth factor-β. Pro-apoptotic markers Bax (−38%) and caspase-3 cleavage (−41%) were reduced and apoptosis (terminal deoxynucleotidyl transferase-mediated dUTP nick-end labeling-positive nuclei, DNA laddering) was mitigated in MnSOD Tg hearts compared with old wild-type. We conclude that MnSOD elevation is indeed protective against oxidative stress, fibrosis, and apoptosis in the aging heart. Key Words: Aging, Heart, Superoxide dismutase, Oxidative stress, Fibrosis. A ging reduces cardiac function due to impaired Ca 2+ homeostasis ( 1 , 2 ) and progressive structural remodeling."
PMC4462657,PMC4462657_002,"Age-related remodeling includes the loss of cardiac myocytes, a product of increased apoptosis and necrosis as well as reduced replacement by progenitor cells ( 3–5 ). Indeed, the loss of cardiac myocytes increases exponentially with advancing age in the heart, although the impact may be gender-dependent ( 5 , 6 ). For example, aging resulted in approximately 30% reduction in the number of cardiac myocytes in 70-year-old man ( 7 ). In addition, remaining cardiac myocytes experience reactive hypertrophy, and there is an accumulation of connective tissue (ie, fibrosis) ( 8 ). Increased fibrotic tissue reduces cardiac filling and enhances the risk of chronic heart failure ( 2 ). Previously, we reported that treadmill exercise training reduced age-induced apoptosis and remodeling in the rat heart ( 4 )."
PMC4462657,PMC4462657_003,"In a follow-up study ( 5 ), we reported that exercise training reduced collagenous fibrosis that was associated with aging. Collagen-I and upstream regulatory proteins tissue inhibition of metalloproteinase-1 and transforming growth factor-β (TGF-β) were lower in the hearts of exercise trained rats. Treadmill exercise training also upregulated the mitochondrial cell protective Mn isoform of superoxide dismutase (MnSOD) and reduced oxidative stress in the aging heart ( 9 ). However, the causal relationship between elevation of MnSOD in the aging heart and reduction in fibrosis and apoptosis in the aging heart is unknown. MnSOD is an essential antioxidant enzyme located in the mitochondrial matrix, protecting proteins, lipids, and DNA. MnSOD catalyzes the dismutation of superoxide anion (O 2 • − ) produced in the mitochondrial inner membrane to hydrogen peroxide (H 2 O 2 ) ( 10 , 11 )."
PMC4462657,PMC4462657_004,"MnSOD has been shown to confer cardioprotection in a number of models. For example, homozygous MnSOD ( Sod2 −/− ) knockout mice exhibit impaired mitochondrial enzyme and high susceptibility to oxidative mitochondrial injury ( 12 , 13 ). Furthermore, Sod2 −/− mice have enlarged hearts with dilated left ventricles (LV), leading to early postnatal mortality ( 12 ). In addition, the heterozygous MnSOD ( Sod2 − /+ ) knockout mouse expresses a phenotype characterized by impaired mitochondrial enzyme activity and respiration ( 14 ). Moreover, the Sod2 −/+ mouse has a higher probability of permeability transition pore opening ( 15 ) and oxidative damage to mitochondria ( 16 ) than wild-types (WT)."
PMC4462657,PMC4462657_005,"In contrast, overexpression of MnSOD in transgenic mice appears to protect against oxidative stress, mitochondrial oxidative capacity, apoptosis, and in liver, brain, and skeletal muscle ( 10 , 17–19 ). Exercise enhances stress response including enhancement of MnSOD ( 20 ), heat-shock proteins ( 19 ), and insulin-like growth factor-1 ( 1 , 3 ). Indeed, upregulation of stress proteins may abrogate apoptosis and remodeling in the heart. Elevation of MnSOD is an attractive protection-mechanism of habitual exercise against fibrosis and apoptosis in the aging heart because inducibility of MnSOD by exercise training is retained with age ( 9 ). Exercise may also attenuate redox-sensitive inflammatory cytokines ( 21 ), which stimulate cardiac remodeling."
PMC4462657,PMC4462657_006,"A primary source of elevated oxidative stress in the aging heart is believed to be complexes I and III of mitochondrial electron transport chain of the inner mitochondrial membrane ( 22 ). Furthermore, elevation of mitochondrial oxidative stress is associated with mitochondrial dysfunction ( 22 , 23 ). Indeed, age-related elevation of oxidative stress has been linked to pro-apoptotic proteins (eg, Bax, Bad, Bid) resulting in increased permeability transition pore opening and subsequent activation of caspases-9 and -3 ( 21 ). Therefore, we tested the hypothesis that overexpression of MnSOD ( Sod2 Tg) would attenuate age-related remodeling."
PMC4462657,PMC4462657_007,"Specifically, we postulated that old MnSOD Tg would exhibit significantly lower levels of cardiac oxidative stress, fibrotic markers (collagen-I, TGF-β), and apoptosis (Bax, caspase-3 cleavage, terminal deoxynucleotidyl transferase-mediated dUTP nick-end labeling [TUNEL]-positive staining, DNA fragmentation) compared with old WT."
PMC5026643,PMC5026643_000,"Apoptosis plays an important role in atrophy and sarcopenia in skeletal muscle. Recent evidence suggests that insufficient heat shock proteins (HSPs) may contribute to apoptosis and muscle wasting. In addition, long-term caloric restriction (CR) and lifelong wheel running exercise (WR) with CR provide significant protection against caspase-dependent apoptosis and sarcopenia. Caspase-independent mediators (endonuclease G: EndoG; apoptosis-inducing factor: AIF) of apoptosis are also linked to muscles wasting with disuse and aging. However, the efficacy of CR and WR with CR to attenuate caspase-independent apoptosis and preserve HSPs in aging skeletal muscle are unknown. Therefore, we tested the hypothesis that CR and WR with CR would ameliorate age-induced elevation of EndoG and AIF while protecting HSP27 and HSP70 levels in the plantaris."
PMC5026643,PMC5026643_001,"Male Fischer-344 rats were divided into 4 groups at 11 weeks: ad libitum feeding until 6 mo. (YAL); fed ad libitum until 24 mo. old (OAL); 8%CR to 24 mo. (OCR); WR + 8%CR to 24 mo. (OExCR). Nuclear EndoG levels were significantly higher in OAL (+153%) than in YAL, while CR (−38%) and WR with CR (−46%) significantly attenuated age-induced increment in nuclear EndoG. HSP27 (−63%) protein content and phosphorylation at Ser82 (−49%) were significantly lower in OAL than in YAL, while HSP27 protein content was significantly higher in OCR (+136%) and OExCR (+155%) and p-HSP27 (+254%) was significantly higher in OExCR compared with OAL, respectively. In contrast, AIF and HSP70 were unaltered by CR or WR with CR in aging muscle. These data indicate that CR and WR with CR attenuate age-associated upregulation of EndoG translocation in the nucleus, potentially involved with HSP27 signaling."
PMC5026643,PMC5026643_002,"Keywords: EndoG, HSP27, aging, caloric restriction, wheel running, exercise"
PMC5026642,PMC5026642_000,"Age-related loss of skeletal muscle mass and function, referred to as sarcopenia, is mitigated by lifelong calorie restriction as well as exercise. In aged skeletal muscle fibers there is compromised integrity of the cell membrane that may contribute to sarcopenia. The purpose of this study was to determine if lifelong mild (8%) caloric restriction (CR) and lifelong CR + voluntary wheel running (WR) could ameliorate disruption of membrane scaffolding and signaling proteins during the aging process, thus maintaining a favorable, healthy membrane environment in plantaris muscle fibers. Fischer-344 rats were divided into four groups: 24-month old adults fed ad libitum (OAL); 24-month old on 8% caloric restriction (OCR); 24 month old 8% caloric restriction + wheel running (OCRWR); 6-month old sedentary adults fed ad libitum (YAL) were used to determine age-related changes."
PMC5026642,PMC5026642_001,"Aging resulted in discontinuous membrane expression of dystrophin glycoprotein complex (DGC) proteins: dystrophin and α-syntrophin. Older muscle also displayed decreased content of neuronal nitric oxide synthase (nNOS), a key DGC signaling protein. In contrast, OCR and OCRWR provided significant protection against age-related DGC disruption. In conjunction with the age-related decline in membrane DGC patency, key membrane repair proteins (MG53, dysferlin, annexin A6, and annexin A2) were significantly increased in the OAL plantaris. However, lifelong CR and CRWR interventions were effective at maintaining membrane repair proteins near YAL levels of. OAL fibers also displayed reduced protein content of NADPH oxidase isoform 2 (Nox2) subunits (p67phox and p47phox), consistent with a perturbed sarcolemmal environment. Loss of Nox2 subunits was prevented by lifelong CR and CRWR."
PMC5026642,PMC5026642_002,"Our results are therefore consistent with the hypothesis that lifelong CR and WR are effective countermeasures against age-related alterations in the myofiber membrane environment. Keywords: Sarcopenia, Aging Muscle, Calorie Restriction, Exercise, Wheel Running, Sarcolemma"
PMC10342025,PMC10342025_000,"Mechanical unloading during microgravity causes skeletal muscle atrophy and impairs mitochondrial energetics. The elevated production of reactive oxygen species (ROS) by mitochondria and Nox2, coupled with impairment of stress protection (e.g., SIRT1, antioxidant enzymes), contribute to atrophy. We tested the hypothesis that the SIRT1 activator, SRT2104 would rescue unloading-induced mitochondrial dysfunction. Mitochondrial function in rat gastrocnemius and soleus muscles were evaluated under three conditions (10 days): ambulatory control (CON), hindlimb unloaded (HU), and hindlimb-unloaded-treated with SRT2104 (SIRT). Oxidative phosphorylation, electron transfer capacities, H 2 O 2 production, and oxidative and antioxidant enzymes were quantified using high-resolution respirometry and colorimetry."
PMC10342025,PMC10342025_001,"In the gastrocnemius, (1) integrative (per mg tissue) proton LEAK was lesser in SIRT than in HU or CON; (2) intrinsic (relative to citrate synthase) maximal noncoupled electron transfer capacity (E CI+II ) was lesser, while complex I-supported oxidative phosphorylation to E CI+II was greater in HU than CON; (3) the contribution of LEAK to E CI+II was greatest, but cytochrome c oxidase activity was lowest in HU. In both muscles, H 2 O 2 production and concentration was greatest in SIRT, as was gastrocnemius superoxide dismutase activity. In the soleus, H 2 O 2 concentration was greater in HU compared to CON. These results indicate that SRT2104 preserves mitochondrial function in unloaded skeletal muscle, suggesting its potential to support healthy muscle cells in microgravity by promoting necessary energy production in mitochondria."
PMC10342025,PMC10342025_002,"Keywords: hindlimb unloading, spaceflight, skeletal muscle, electron transfer system, SRT2104, mitochondria, respiration, oxidative stress, antioxidants"
PMC11167039,PMC11167039_000,"Skeletal muscles overcome terrestrial, gravitational loading by producing tensile forces that produce movement through joint rotation. Conversely, the microgravity of spaceflight reduces tensile loads in working skeletal muscles, causing an adaptive muscle atrophy. Unfortunately, the design of stable, physiological bioreactors to model skeletal muscle tensile loading during spaceflight experiments remains challenging. Here, we tested a bioreactor that uses initiation and cessation of cyclic, tensile strain to induce hypertrophy and atrophy, respectively, in murine lineage (C2C12) skeletal muscle myotubes. Uniaxial cyclic stretch of myotubes was conducted using a StrexCell® (STB-1400) stepper motor system (0.75 Hz, 12% strain, 60 min day^-1)."
PMC11167039,PMC11167039_001,"Myotube groups were assigned as follows: (a) quiescent over 2- or (b) 5-day (no stretch), (c) experienced 2-days (2dHY) or (d) 5-days (5dHY) of cyclic stretch, or (e) 2-days of cyclic stretch followed by a 3-day cessation of stretch (3dAT). Using ß-sarcoglycan as a sarcolemmal marker, mean myotube diameter increased significantly following 2dAT (51%) and 5dAT (94%) vs. matched controls. The hypertrophic, anabolic markers talin and Akt phosphorylation (Thr308) were elevated with 2dHY but not in 3dAT myotubes. Inflammatory, catabolic markers IL-1ß, IL6, and NF-kappaB p65 subunit were significantly higher in the 3dAT group vs. all other groups. The ratio of phosphorylated FoxO3a/total FoxO3a was significantly lower in 3dAT than in the 2dHY group, consistent with elevated catabolic signaling during unloading."
PMC11167039,PMC11167039_002,"In summary, we demonstrated proof-of-concept for a spaceflight research bioreactor, using uniaxial cyclic stretch to produce myotube hypertrophy with increased tensile loading, and myotube atrophy with subsequent cessation of stretch. Subject terms: Cell biology, Physiology Further information on research design is available in the Nature Research Reporting Summary linked to this article."
PMC10020673,PMC10020673_000,"Urine, humidity condensate, and other sources of non-potable water are processed onboard the International Space Station (ISS) by the Water Recovery System (WRS) yielding potable water. While some means of microbial control are in place, including a phosphoric acid/hexavalent chromium urine pretreatment solution, many areas within the WRS are not available for routine microbial monitoring. Due to refurbishment needs, two flex lines from the Urine Processor Assembly (UPA) within the WRS were removed and returned to Earth. The water from within these lines, as well as flush water, was microbially evaluated. Culture and culture-independent analysis revealed the presence of Burkholderia , Paraburkholderia , and Leifsonia . Fungal culture also identified Fusarium and Lecythophora . Hybrid de novo genome analysis of the five distinct Burkholderia isolates identified them as B."
PMC10020673,PMC10020673_001,"contaminans, while the two Paraburkholderia isolates were identified as P. fungorum . Chromate-resistance gene clusters were identified through pangenomic analysis that differentiated these genomes from previously studied isolates recovered from the point-of-use potable water dispenser and/or current NCBI references, indicating that unique populations exist within distinct niches in the WRS. Beyond genomic analysis, fixed samples directly from the lines were imaged by environmental scanning electron microscopy, which detailed networks of fungal-bacterial biofilms. This is the first evidence of biofilm formation within flex lines from the UPA onboard the ISS. For all bacteria isolated, biofilm potential was further characterized, with the B. contaminans isolates demonstrating the most considerable biofilm formation. Moreover, the genomes of the B."
PMC10020673,PMC10020673_002,"contaminans revealed secondary metabolite gene clusters associated with quorum sensing, biofilm formation, antifungal compounds, and hemolysins. The potential production of these gene cluster metabolites was phenotypically evaluated through biofilm, bacterial-fungal interaction, and hemolytic assays. Collectively, these data identify the UPA flex lines as a unique ecological niche and novel area of biofilm growth within the WRS. Further investigation of these organisms and their resistance profiles will enable engineering controls directed toward biofilm prevention in future space station water systems. Keywords: Spaceflight, Biofilms, Environmental microbiology, International space station, Pangenome"
PMC9144607,PMC9144607_000,"We present CAMDLES (CFD-DEM Artificial Microgravity Developments for Living Ecosystem Simulation), an extension of CFDEM ® Coupling to model biological flows, growth, and mass transfer in artificial microgravity devices. For microbes that accompany humans into space, microgravity-induced alterations in the fluid environment are likely to be a major factor in the microbial experience of spaceflight. Computational modeling is needed to investigate how well ground-based microgravity simulation methods replicate that experience. CAMDLES incorporates agent-based modeling to study inter-species metabolite transport within microbial communities in rotating wall vessel bioreactors (RWVs)."
PMC9144607,PMC9144607_001,"Preexisting CFD modeling of RWVs has not yet incorporated growth; CAMDLES employs the simultaneous modeling of biological, chemical, and mechanical processes in a micro-scale rotating reference frame environment. Simulation mass transfer calculations were correlated with Monod dynamic parameters to predict relative growth rates between artificial microgravity, spaceflight microgravity, and 1 g conditions. By simulating a microbial model community of metabolically cooperative strains of Escherichia coli and Salmonella enterica, we found that the greatest difference between microgravity and an RWV or 1 g gravity was when species colocalized in dense aggregates. We also investigated the influence of other features of the system on growth, such as spatial distribution, product yields, and diffusivity."
PMC9144607,PMC9144607_002,"Our simulation provides a basis for future laboratory experiments using this community for investigation in artificial microgravity and spaceflight microgravity. More broadly, our development of these models creates a framework for novel hypothesis generation and design of biological experiments with RWVs, coupling the effects of RWV size, rotation rate, and mass transport directly to bacterial growth in microbial communities. Keywords: microgravity, clinostat, rotating wall vessel, microbial community, population dynamics, computational fluid dynamics, CFD-DEM"
PMC7314936,PMC7314936_000,"The Advanced Plant Habitat (APH) is the largest research plant growth facility deployed on the International Space Station (ISS). APH is a fully enclosed, closed-loop plant life support system with an environmentally controlled growth chamber designed for conducting both fundamental and applied plant research during experiments extending as long as 135 days. APH was delivered to the ISS in parts aboard two commercial resupply missions: OA-7 in April 2017 and SpaceX-11 in June 2017, and was assembled and installed in the Japanese Experiment Module Kibo in November 2018. We report here on a 7-week-long hardware validation test that utilized a root module planted with both Arabidopsis (cv. Col 0) and wheat (cv. Apogee) plants."
PMC7314936,PMC7314936_001,"The validation test examined the APH’s ability to control light intensity, spectral quality, humidity, CO 2 concentration, photoperiod, temperature, and root zone moisture using commanding from ground facilities at the Kennedy Space Center (KSC). The test also demonstrated the execution of programmed experiment profiles that scheduled: (1) changes in environmental combinations (e.g., a daily photoperiod at constant relative humidity), (2) predetermined photographic events using the three APH cameras [overhead, sideview, and sideview near-infrared (NIR)], and (3) execution of experimental sequences during the life cycle of a crop (e.g., measure photosynthetic CO 2 drawdown experiments). Arabidopsis and wheat were grown in microgravity to demonstrate crew procedures, planting protocols and watering schemes within APH."
PMC7314936,PMC7314936_002,"The ability of APH to contain plant debris was assessed during the harvest of mature Arabidopsis plants. Wheat provided a large evaporative load that tested root zone moisture control and the recovery of transpired water by condensation. The wheat canopy was also used to validate the ability of APH to measure gas exchange of plants from non-invasive gas exchange measurements (i.e., canopy photosynthesis and respiration). These features were evaluated by executing experiment profiles that utilized the CO 2 drawdown technique to measure daily rates of canopy photosynthesis and dark-period CO 2 increase for respiration. This hardware validation test confirmed that APH can measure fundamental plant responses to spaceflight conditions."
PMC7314936,PMC7314936_003,"Keywords: Apogee Wheat, Arabidopsis , canopy photosynthesis, controlled environment agriculture, elevated CO 2 , ISS spaceflight environment, NASA APH, microgravity The APH Facility was installed, assembled and its ability for conducting fundamental plant research on ISS was evaluated and demonstrated. Wheat and Arabidopsis plant canopies were successfully grown from seed and harvested after 6 weeks and after 33 days of growth on ISS, respectively. No pre-flight testing was performed on the ground, thus design team recommended settings were used throughout the operation of the APH during the validation test. The planting, germination, and watering protocols for the two species were demonstrated on ISS."
PMC7314936,PMC7314936_004,"The ability to grow Arabidopsis stems, flowers and siliques was accomplished in 6 weeks and the APH’s ability to contain debris during harvest was demonstrated during harvest of the mature Arabidopsis plants. Environmental and non-destructive plant growth data was collected and used to validate the ability of APH to measure photosynthesis, respiration and CQY of a plant canopy during spaceflight."
PMC4340379,PMC4340379_000,"Control over phenoxy radical-radical coupling reactions in vivo in vascular plants was enigmatic until our discovery of dirigent proteins (DPs, from the Latin dirigere , to guide or align). The first three-dimensional structure of a DP ((+)-pinoresinol-forming DP, 1.95 Å resolution, rhombohedral space group H32)) is reported herein. It has a tightly packed trimeric structure with an eight-stranded β-barrel topology for each DP monomer. Each putative substrate binding and orientation coupling site is located on the trimer surface but too far apart for intermolecular coupling between sites. It is proposed that each site enables stereoselective coupling (using either two coniferyl alcohol radicals or a radical and a monolignol)."
PMC4340379,PMC4340379_001,"Interestingly, there are six differentially conserved residues in DPs affording either the (+)- or (−)-antipodes in the vicinity of the putative binding site and region known to control stereoselectivity. DPs are involved in lignan biosynthesis, whereas dirigent domains/sites have been implicated in lignin deposition. Fungally challenged pea ( P. sativum ) pods have an overall non-host disease response that includes induction of a gene called PsDRR206 ( Disease Resistance Response 206 ), whose protein biochemical function until recently ( 7 ) was unknown ( 33 – 35 ). PsDRR206 shares 54% sequence identity with AtDIR6 over the extent of the mature polypeptide. For its study in vitro , recombinant PsDRR206 was constitutively expressed using the strong CaMV 35 S promoter of pART17 ( 5 )."
PMC4340379,PMC4340379_002,"Large scale (3 liters) suspension culture of transformed tomato ( Solanum peruvianum ) cells was obtained by gradually increasing the culture volume (starter volume, 40 ml) with fresh liquid medium for 4 weeks at weekly subculturing intervals. Proteins were isolated using a series of strong cationic column chromatographic steps ( 7 ) with ∼400 μg of PsDRR206 protein obtained from the 3-liter culture. Detailed biochemical characterization next established it to be a (+)-pinoresinol-forming DP ( 7 ), and a homologue to our much earlier discovery of this protein type and its physiological function from Forsythia species ( 3 ). Thus we have now discovered DPs producing both pinoresinol antipodes, with the recent discovery of a (−)-pinoresinol-forming DP in Arabidopsis (AtDIR6) ( 1 , 5 ). Interestingly, the function of AtDIR6 was also reported independently by others ( 6 )."
PMC4340379,PMC4340379_003,"Of the various DPs under investigation thus far, however, crystallization conditions have only been identified for PsDRR206, the focus of this investigation."
PMC5933128,PMC5933128_000,"Arogenate dehydratase (ADT) catalyzes the final step of phenylalanine (Phe) biosynthesis. Previous work showed that ADT-deficient Arabidopsis ( Arabidopsis thaliana ) mutants had significantly reduced lignin contents, with stronger reductions in lines that had deficiencies in more ADT isoforms. Here, by analyzing Arabidopsis ADT mutants using our phenomics facility and ultra-performance liquid chromatography-mass spectrometry-based metabolomics, we describe the effects of the modulation of ADT on photosynthetic parameters and secondary metabolism. Our data indicate that a reduced carbon flux into Phe biosynthesis in ADT mutants impairs the consumption of photosynthetically produced ATP, leading to an increased ATP/ADP ratio, the overaccumulation of transitory starch, and lower electron transport rates."
PMC5933128,PMC5933128_001,"The effect on electron transport rates is caused by an increase in proton motive force across the thylakoid membrane that down-regulates photosystem II activity by the high-energy quenching mechanism. Furthermore, quantitation of secondary metabolites in ADT mutants revealed reduced flavonoid, phenylpropanoid, lignan, and glucosinolate contents, including glucosinolates that are not derived from aromatic amino acids, and significantly increased contents of putative galactolipids and apocarotenoids. Additionally, we used real-time atmospheric monitoring mass spectrometry to compare respiration and carbon fixation rates between the wild type and adt3/4/5/6 , our most extreme ADT knockout mutant, which revealed no significant difference in both night- and day-adapted plants."
PMC5933128,PMC5933128_002,"Overall, these data reveal the profound effects of altered ADT activity and Phe metabolism on secondary metabolites and photosynthesis with implications for plant improvement. Arogenate dehydratases (ADTs) catalyze the dehydrative decarboxylation of arogenate to Phe ( Jung et al., 1986 ; Siehl and Conn, 1988 ; Cho et al., 2007 ) in the stroma of chloroplasts and plastids in vascular plants ( Rippert et al., 2009 ). In terms of carbon allocation from photosynthesis, only a very small fraction of this Phe resides in proteins. Phe downstream metabolism is instead targeted largely toward generating substrates/precursors of lignin biopolymers and an enormous array of compounds that are predominantly phenylpropanoid/phenylpropanoid acetate metabolites, such as flavonoids ( Supplemental Fig. S1 ; Corea et al., 2012 ). Arabidopsis ( Arabidopsis thaliana ) has a six-member ADT gene family."
PMC5933128,PMC5933128_003,"However, it is not well understood (1) to what extent specific ADT genes are differentially regulated as to carbon allocation into distinct downstream metabolic branches and/or (2) what effect differential gene expression might have on metabolism overall, including upstream effects on photosynthesis capacity and source/sink relationships. As shown previously, knockout mutants of the Arabidopsis ADT gene family were associated with different degrees of reduction of lignin content ( Corea et al., 2012 ). These plant lines were grown under long-day conditions (16 h of light) from germination to maturation (8–10 weeks), which induced stem elongation (bolting) and lignification."
PMC5933128,PMC5933128_004,"From the eight knockout lines generated, single knockouts of ADT1 and ADT3 had no apparent impact on bolting stem lignin content, whereas the ADT4 knockout resulted in a slightly higher lignin stem content and the ADT5 knockout had decreased lignin stem content by ∼18%. The adt4/5 line displayed a further reduction in lignin content of ∼38%, as did the triple knockouts adt1/4/5 and adt3/4/5 , which displayed ∼50% reductions. The quadruple knockout adt3/4/5/6 possessed the greatest magnitude of lignin reduction of ∼70% and was unable to maintain bolting stem structural integrity. The double mutant adt4/5 and the triple mutants adt1/4/5 and adt3/4/5 also displayed some visual evidence of bolting stem structural weakening."
PMC5933128,PMC5933128_005,"Due to this important role in cell wall lignin biosynthesis, ADT is a potentially attractive target for metabolic engineering of lignin contents in plants ( Corea et al., 2012 ). However, remodeling of plant metabolism by genetic tools has to take into account the fact that biochemical reactions in the cell are interconnected, meaning that the manipulation of one specific pathway can potentially have several systemic consequences. Understanding such interdependencies is essential for metabolic engineering approaches to, for example, improve traits of interests in crop plants and forestry species. To explore the consequences of ADT modulation, the effects on the reactions biochemically upstream of photosynthetic energy conversion and overall metabolism were examined in ADT mutants."
PMC5933128,PMC5933128_006,"Here, we describe a high-throughput phenotyping system (phenomics; Puthiyaveetil et al., 2014 ; Tietz et al., 2015 ) that allowed us to monitor changes in photosynthetic performance and growth over almost the entire vegetative growth period of Arabidopsis wild-type and ADT knockout mutant plants. For photosynthesis, this high-throughput approach was based on non-invasive optical determination of key photosynthetic parameters derived from chlorophyll fluorescence measurements ( Kramer et al., 2004 ; Baker, 2008 ; Brooks and Niyogi, 2011 ). Metabolomics analyses performed following photosynthetic parameter assessments (i.e. plants analyzed 44 days after sowing [DAS]), as well as later (70 DAS), focused on both targeted and non-targeted (polar) secondary metabolites using hyphenated liquid chromatography-high resolution mass spectrometry approaches."
PMC5933128,PMC5933128_007,"Real-time atmospheric monitoring-mass spectrometry (RTAM-MS) also was employed to evaluate net CO 2 uptake rates. The significance of our findings is described below. Our high-throughput phenomics approach allowed us to visualize small changes in photosynthetic and growth performance in ADT knockouts. The data established that reduced metabolism through Phe, leading to reductions in the levels of various phenylpropanoids and other metabolites, has a moderate impact on PET that is most likely caused by impaired recycling of ADP + Pi. Additionally, the metabolomic analysis significantly increased our understanding of the effects of ADT modulation in Arabidopsis, as partial blockage of this crucial biosynthetic pathway has significant and widespread metabolic effects."
PMC5933128,PMC5933128_008,"We established significant reductions in the contents of several phenylpropanoid-derived metabolites, including flavonoids, lignans, and glucosinolates, at both harvesting points (44 and 70 DAS). Our metabolomic analysis also revealed a number of systemic pleiotropic effects of the genetic manipulations. These effects included reductions in glucosinolate and phenolic glucoside contents, with related increases in the levels of putative galactolipids and apocarotenoids. The small impairment of photosynthetic energy conversion, however, indicates that the metabolic engineering of lignin biosynthesis and phenylpropanoid metabolism demonstrated here could be a viable strategy to improve, for example, biofuel crops."
PMC5933128,PMC5933128_009,"Examples exist where only small changes in photosynthetic performance visible under controlled greenhouse conditions translate to much more pronounced effects in field-grown plants ( Lawson et al., 2012 ). A good example is the PsbS knockout mutant (impaired in qE) that displays a similar electron transport rate in the laboratory but significantly reduced fitness under field conditions ( Külheim et al., 2002 ). Thus, the small changes measured in this study may have greater effects in field conditions. This highlights the need in future studies to assess changes in physiological parameters under both greenhouse and field conditions and to determine to what extent, if any, plant fitness is compromised. The results of this study show that engineering one pathway alone may not be sufficient to improve certain traits."
PMC5933128,PMC5933128_010,"In particular, further improvements of ATP consumption can be a follow-up approach to make ADT mutants an interesting model for the improvement of, for example, biofuel conversion efficiencies."
